agency_name,state,agency_type
SELMA POLICE DEPT,CA,local_police
SELMER POLICE DEPT,TN,local_police
SENECA POLICE DEPT,SC,local_police
SEQUATCHIE COUNTY SHERIFF DEPT,TN,sheriff_dept
SEQUIM POLICE DEPT,WA,local_police
SHAKER HEIGHTS POLICE DEPT,OH,local_police
SHAMOKIN POLICE DEPT,PA,local_police
SHASTA COUNTY SHERIFF DEPT,CA,sheriff_dept
SHAWNEE HILLS POLICE DEPT,OH,local_police
SHAWNEE POLICE DEPT,OK,local_police
SHELBY COUNTY SHERIFF DEPT,IN,sheriff_dept
SHELBY COUNTY SHERIFF DEPT,AL,sheriff_dept
SHELBY COUNTY SHERIFF DEPT.,IA,sheriff_dept
SHELBYVILLE POLICE DEPT,IN,local_police
SHENANDOAH COUNTY SHERIFF DEPT,VA,sheriff_dept
SHENANDOAH POLICE DEPT,VA,local_police
SHEPHERSDTOWN POLICE DEPT,WV,local_police
SHERMAN POLICE DEPT,IL,local_police
SHIPSHEWANA POLICE DEPARTMENT,IN,local_police
SHOSHONE COUNTY SHERIFF DEPT,ID,sheriff_dept
SHOW LOW POLICE DEPT,AZ,local_police
SHREWSBURY POLICE DEPT,NJ,local_police
SIERRA COUNTY SHERIFF DEPT,CA,sheriff_dept
SILVER SPRING TWP POLICE DEPT,PA,local_police
SIMPSON COUNTY  OFFICE,KY,
SIMPSONVILLE POLICE DEPT,KY,local_police
SKAMANIA COUNTY SHERIFF DEPT,WA,sheriff_dept
SLEEPY HOLLOW POLICE DEPT,IL,local_police
SLOCOMB POLICE DEPT,AL,local_police
SMITH COUNTY SHERIFF DEPT,TN,sheriff_dept
SMITHFIELD POLICE DEPT,RI,local_police
SNEAD POLICE DEPT,AL,local_police
SNOHOMISH COUNTY SHERIFF OFFICE,WA,sheriff_dept
SNOQUALMIE POLICE DEPT,WA,local_police
SOAP LAKE POLICE DEPT,WA,local_police
SOMERSET BORO POLICE DEPT,PA,local_police
SOMERSET COUNTY SHERIFF DEPT,MD,sheriff_dept
SOMERSET COUNTY SHERIFF DEPT,ME,sheriff_dept
SOMERSET POLICE DEPT,MA,local_police
SONOMA COUNTY SHERIFF DEPT,CA,sheriff_dept
SOUTH ANNVILLE TWP POLICE DEPT,PA,local_police
SOUTH LAKE TAHOE POLICE DEPT,CA,local_police
SOUTH PITTSBURG POLICE DEPT,TN,local_police
SOUTH POINT POLICE DEPT,OH,local_police
SOUTHAMPTON TOWN POLICE DEPT,NY,local_police
SOUTHAMPTON VILLAGE POLICE DEPT,NY,local_police
SOUTHBRIDGE POLICE DEPT,MA,local_police
SOUTHEASTERN OHIO REGIONAL JAIL,OH,prison
SOUTHGATE POLICE DEPT,KY,local_police
SOUTHSIDE POLICE DEPT,AL,local_police
SPAULDING POLICE DEPT,IL,local_police
SPEARMAN POLICE DEPT,TX,local_police
SPENCER COUNTY SHERIFF,KY,sheriff_dept
SPOKANE COUNTY SHERIFF OFFICE,WA,sheriff_dept
SPRING GROVE POLICE DEPT,IL,local_police
SPRING HILL POLICE DEPT,TN,local_police
SPRING LAKE BOROUGH POLICE DEPT,NJ,local_police
SPRING TWP POLICE DEPT READING,PA,local_police
SPRINGFIELD FIRE DEPT ARSON BUREAU,IL,fire
SPRINGFIELD POLICE DEPT,IL,local_police
SPRINGFIELD POLICE DEPT,OR,local_police
SPRINGFIELD POLICE DEPT,OH,local_police
SPRINGFIELD TOWNSHIP POLICE DEPT,PA,local_police
SPRINGVILLE POLICE DEPT,AL,local_police
SQUAXIN ISLAND TRIBAL POLICE,WA,native_police
STANISLAUS COUNTY SHERIFF'S DEPT,CA,sheriff_dept
STANLEY POLICE DEPT,VA,local_police
STANLY COUNTY SHERIFF DEPT,NC,sheriff_dept
STARKE POLICE DEPT,FL,local_police
STEAMBOAT SPRINGS POLICE DEPT,CO,local_police
STEPHENS COUNTY SHERIFF DEPT,TX,sheriff_dept
STEPHENS CTY SHERIFF DEPT,OK,sheriff_dept
STEPHENSON COUNTY SHERIFF DEPT,IL,sheriff_dept
STEUBEN COUNTY SHERIFF DEPT,IN,sheriff_dept
STEVENS POINT POLICE DEPT,WI,local_police
STEWART COUNTY SHERIFF DEPT,GA,sheriff_dept
STEWART COUNTY SHERIFF DEPT,TN,sheriff_dept
STOCKTON POLICE DEPT,IL,local_police
STOCKTON UNIFIED SCHOOL DIST POLICE,CA,school_police
STRAFFORD COUNTY SHERIFF DEPT,NH,sheriff_dept
STRATFORD POLICE DEPT,CT,local_police
STRATTON POLICE DEPT,CO,local_police
STRATTON POLICE DEPT,OH,local_police
STRAWN MARSHAL'S OFFICE,TX,marshal
STREATOR POLICE DEPT,IL,local_police
STRYKER POLICE DEPT,OH,local_police
STURGEON BAY POLICE DEPT,WI,local_police
SUFFOLK COUNTY POLICE DEPT,NY,local_police
SUFFOLK COUNTY SHERIFF DEPT,NY,sheriff_dept
SUGAR GROVE POLICE DEPT,OH,local_police
SUMITON POLICE DEPT,AL,local_police
SUMMA HEALTH POLICE PROTECTIVE SVCS,OH,
SUMMIT CTY SHERIFF DEPT,OH,sheriff_dept
SUMTER COUNTY SHERIFF DEPT,GA,sheriff_dept
SUMTER POLICE DEPT,SC,local_police
SUNLAND PARK POLICE DEPT,NM,parks
SUNNYSIDE POLICE DEPT,WA,local_police
SUPERIOR POLICE DEPT,WI,local_police
SURPRISE POLICE DEPT,AZ,local_police
SUSQUEHANNA TWP POLICE HARRISBURG,PA,local_police
SWAINSBORO POLICE DEPT,GA,local_police
SWANSEA POLICE DEPT,MA,local_police
SWANTON VILLAGE POLICE DEPT,VT,local_police
SWEETWATER COUNTY SHERIFF'S OFFICE,WY,sheriff_dept
SWEETWATER POLICE DEPT,FL,local_police
SYLACAUGA POLICE DEPT,AL,local_police
SYLVESTER POLICE DEPT,GA,local_police
SYRACUSE POLICE DEPT,NY,local_police
TABOR CITY POLICE DEPT,NC,local_police
TAFT POLICE DEPT,CA,local_police
TAFT POLICE DEPT,TX,local_police
TALLAPOOSA COUNTY SHERIFF DEPT,AL,sheriff_dept
TAMPICO POLICE DEPT,IL,local_police
TAZEWELL COUNTY SHERIFF DEPT,VA,sheriff_dept
TEAGUE POLICE DEPT,TX,local_police
TEHACHAPI POLICE DEPT,CA,local_police
TELFAIR CTY SHERIFF DEPT,GA,sheriff_dept
TELLER COUNTY SHERIFF DEPT,CO,sheriff_dept
TEMPE POLICE DEPT,AZ,local_police
TENNILLE POLICE DEPT,GA,local_police
TERRELL CTY SHERIFF DEPT,TX,sheriff_dept
TETON COUNTY SHERIFF DEPT,ID,sheriff_dept
TEXLINE CITY MARSHAL,TX,marshal
THATCHER POLICE DEPT,AZ,local_police
THURSTON COUNTY SHERIFF DEPT,WA,sheriff_dept
TINTON FALLS POLICE DEPT,NJ,local_police
TN 18TH JUDICAL DTF,TN,narcotics
TN 1ST JUDICIAL DISTRICT DTF,TN,narcotics
TN 21ST JUDICIAL DISTRICT DTF,TN,narcotics
TN 23RD JUDICIAL DISTRICT DTF,TN,narcotics
TN 24TH JUDICIAL DISTRICT DTF,TN,narcotics
TN 9TH JUDICIAL DISTRICT DA,TN,narcotics
TN DEPT OF PUBLIC SAFETY,TN,public_safety
TN LAW ENFORCEMENT TRNG ACADEMY,TN,training
TN STATE PARK MONTGOMERY BELL,TN,parks
TOA ALTA POLICE DEPT,PR,local_police
TOLLAND POLICE DEPT,MA,local_police
TOMBALL POLICE DEPARTMENT,TX,local_police
TOMBSTONE MARSHAL DEPT,AZ,marshal
TOMPKINSVILLE CITY POLICE DEPT,KY,local_police
TONTITOWN POLICE DEPT,AR,local_police
TORRANCE COUNTY SHERIFF DEPT,NM,sheriff_dept
TOXEY POLICE DEPT,AL,local_police
TRAVELERS REST POLICE DEPT,SC,local_police
TRAVIS COUNTY SHERIFF DEPT,TX,sheriff_dept
TRENTON POLICE DEPT,TN,local_police
TRENTON POLICE DEPT,FL,local_police
TRIGG COUNTY SHERIFF'S OFFICE,KY,sheriff_dept
TRINIDAD POLICE DEPT,CO,local_police
TRINIDAD POLICE DEPT,TX,local_police
TRINITY CO CONSTABLE PRECINCT 2,TX,local_police
TRINITY COUNTY SHERIFF  DEPT,TX,sheriff_dept
TRION POLICE DEPT,GA,local_police
TRITON COLLEGE POLICE DEPARTMENT,IL,local_police
TROUSDALE COUNTY SHERIFF DEPT,TN,sheriff_dept
TROY POLICE DEPT,TN,local_police
TRUMBULL CO SHERIFF DEPT,OH,sheriff_dept
TRURO TOWNSHIP FIRE DEPT,OH,fire
TRUSSVILLE POLICE DEPT,AL,local_police
TRUSSVILLE SPECIAL INV UNIT,AL,
TUCSON POLICE DEPT,AZ,local_police
TULALIP TRIBAL POLICE,WA,native_police
TULARE COUNTY SHERIFF DEPT,CA,sheriff_dept
TULSA COUNTY  SHERIFF'S OFFICE,OK,sheriff_dept
TUSCUMBIA POLICE DEPT,AL,local_police
TX DEPT OF CRIMINAL JUSTICE IG,TX,inspector_general
TX DEPT OF PUB SAF - RANGERS,TX,ranger
TX DEPT OF PUB SAF AIRCRAFT,TX,
TX DEPT OF PUB SAF AUSTIN NARC,TX,narcotics
TYLER COUNTY CONSTABLE PCT 2,TX,local_police
TYLER COUNTY CONSTABLE PCT 4,TX,local_police
TYLER COUNTY SHERIFF DEPT,TX,sheriff_dept
TYNGSBOROUGH POLICE DEPT,MA,local_police
UHRICHSVILLE POLICE DEPT,OH,local_police
ULSTER COUNTY SHERIFF DEPT,NY,sheriff_dept
UNICOI COUNTY SHERIFF DEPT,TN,sheriff_dept
UNION BEACH POLICE,NJ,local_police
UNION CITY POLICE DEPT,OH,local_police
UNION CITY POLICE DEPT,GA,local_police
UNION COUNTY SHERIFF DEPT,GA,sheriff_dept
UNION COUNTY SHERIFF DEPT,KY,sheriff_dept
UNION COUNTY SHERIFF DEPT,IN,sheriff_dept
UNION COUNTY SHERIFF'S OFFICE,NM,sheriff_dept
UNION CTY SHERIFF DEPT,OH,sheriff_dept
UNION PACIFIC RAILROAD POLICE DEPT,NE,local_police
UNION TOWNSHIP POLICE DEPT,NJ,local_police
UNIONTOWN POLICE DEPT,OH,local_police
UNITED STATES MARSHAL SERVICE,IA,marshal
UNIV OF AKRON POLICE DEPT,OH,university_police
UNIV OF AL HUNTSVILLE POLICE,AL,university_police
UNIV OF AR LITTLE ROCK POLICE,AR,university_police
UNIV OF AZ POLICE DEPT,AZ,university_police
UNIV OF LOUISVILLE POLICE DEPT,KY,university_police
UNIV OF MD COLLEGE PARK POLICE,MD,university_police
UNIV OF SC SPARTANBURG POLICE DEPT,SC,university_police
UNIV OF TEXAS AT ARLINGTON POLICE,TX,university_police
UNIV OF WI PARKSIDE POLICE DEPT,WI,university_police
UPPER GWYNEDD TOWNSHIP  POLICE,PA,local_police
US BORDER PATROL,AZ,highway_patrol
US CIA SECURITY PROTECTIVE SERVICE,VA,
"US DEPT AGRIC, FS, LAW ENF & INV",SD,
US DEPT OF AGRICULTURE US FOREST SV,AZ,
US DEPT OF STATE NARC ENFORCEMENT,FL,narcotics
US DEPT OF TRANSPORTATION - OIG,DC,
US DEPT OF VA INDIANAPOLIS,IN,
US DEPT OF VA MUSKOGEE,OK,
US DEPT OF VA WEST LOS ANGELES,CA,
US DHS CBP AGUADILLA,PR,cbp
US DHS CBP AIR & MARINE OK CITY,OK,cbp
US DHS CBP AIR/MARINE PORT ANGELES,WA,cbp
US DHS CBP AREA PORT OF SEATTLE,WA,cbp
US DHS CBP ARLINGTON OTIA,VA,cbp
US DHS CBP BELLINGHAM,WA,cbp
US DHS CBP BONNERS FERRY,ID,cbp
US DHS CBP CHULA VISTA,CA,cbp
US DHS CBP COORD CENTER EL PASO,TX,cbp
US DHS CBP DEL RIO,TX,cbp
US DHS CBP DENVER,CO,cbp
US DHS CBP EL PASO BORTAC,TX,cbp
US DHS CBP EL PASO COMMUNITY DIV,TX,cbp
US DHS CBP EL PASO SECTOR,TX,cbp
US DHS CBP FORCE OPTIONS TRNG,CA,cbp
US DHS CBP FT BENNING FIREARMS,GA,cbp
US DHS CBP JACKSONVILLE,FL,cbp
US DHS CBP LONG BEACH,CA,cbp
US DHS CBP MARFA,TX,cbp
US DHS CBP OFFICE OF AIR AND MARINE,WA,cbp
US DHS CBP PORT ANGELES,WA,cbp
US DHS CBP SUMAS,WA,cbp
US DHS CBP TUCSON AIR,AZ,cbp
US DHS CBP TUCSON HQ SECTOR,AZ,cbp
US DHS FPS FEDERAL WAY,WA,dhs
US DHS HIS,NY,dhs
US DHS HSI HOUSTON,TX,dhs
US DHS HSI NEW ORLEANS,LA,dhs
US DHS ICE,OH,ice
US DHS ICE BLAINE,WA,ice
US DHS ICE CHEYENNE,WY,ice
US DHS ICE DC,DC,ice
US DHS ICE EL PASO,TX,ice
US DHS ICE ERO SPEC RESPONSE TEAM,CA,ice
US DHS ICE FT MYERS,FL,ice
US DHS ICE HOMELAND SEC INV,PA,ice
US DHS ICE INVESTIGATIONS,DC,ice
US DHS ICE INVESTIGATIONS NEWARK,NJ,ice
US DHS ICE JACKSONVILLE,FL,ice
US DHS ICE LAREDO,TX,ice
US DHS ICE LONG BEACH,CA,ice
US DHS ICE LOS FRESNOS,TX,ice
US DHS ICE MIAMI REMOVAL OPS,FL,ice
US DHS ICE NATIONAL ARMORY OPS,PA,ice
US DHS ICE NATIONAL BEST UNIT,DC,ice
US DHS ICE PHOENIX,AZ,ice
US DHS ICE PORT ANGELES,WA,ice
US DHS ICE PUEBLO,CO,ice
US DHS ICE SAN DIEGO,CA,ice
US DHS ICE SEATTLE,WA,ice
US DHS ICE ST GEORGE,UT,ice
US DHS ICE WINSTON SALEM,NC,ice
US DHS INVESTIGATION STERLING,VA,dhs
US DHS INVESTIGATIONS CO SPRINGS,CO,dhs
US DHS INVESTIGATIONS TACOMA,WA,dhs
US DOI BIA OJS DISTR,OK,bia
US DOI BUR OF LAND MGMT DURANGO,CO,blm
US DOI BUR OF LAND MGMT SALT LAKE,UT,blm
US DOI BUR OF LAND MGMT TUCSON,AZ,blm
US DOI NPS  TENNESSEE,TN,nps
US DOI NPS BLUE RIDGE,NC,nps
US DOI NPS CLEVELAND NATL FOREST,CA,nps
US DOI NPS HEREFORD,AZ,nps
US DOI NPS HQ DC,DC,nps
US DOI NPS KENNESAW MTN N,GA,nps
US DOI NPS MAMMOTH CAVE,KY,nps
US DOI NPS YOSEMITE,CA,nps
US DOJ ATF ANCHORAGE,AK,atf
US DOJ ATF BIRMINGHAM,AL,atf
US DOJ ATF DC,DC,atf
US DOJ ATF HOUSTON,TX,atf
US DOJ ATF PROVIDENCE,RI,atf
US DOJ ATF RENTON,WA,atf
US DOJ ATF SEATTLE,WA,atf
US DOJ ATF SPECIAL RESPONSE TEAM 4,CA,atf
US DOJ ATF STERLING,VA,atf
US DOJ ATF WICHITA,KS,atf
US DOJ DEA ANCHORAGE,AK,dea
US DOJ DEA AUSTIN,TX,dea
US DOJ DEA CAMARILLO,CA,dea
US DOJ DEA CENTENNIAL,CO,dea
US DOJ DEA DALLAS,TX,dea
US DOJ DEA FLORENCE,SC,dea
US DOJ DEA FORT WORTH,TX,dea
US DOJ DEA HOUSTON,TX,dea
US DOJ DEA INDIANAPOLIS,IN,dea
US DOJ DEA PHILADELPHIA,PA,dea
US DOJ DEA PHOENIX,AZ,dea
US DOJ DEA RALEIGH,NC,dea
US DOJ DEA SACRAMENTO,CA,dea
US DOJ DEA SALT LAKE CITY,UT,dea
US DOJ DEA TACOMA TNET TASK FORCE,WA,dea
US DOJ DEA TULSA,OK,dea
US DOJ DEA WOOSTER MEDWAY,OH,dea
US DOJ FBI ANCHORAGE,AK,fbi
US DOJ FBI BIRMINGHAM DIVISION,AL,fbi
US DOJ FBI CINCINNATI DIVISION,OH,fbi
US DOJ FBI MILWAUKEE,WI,fbi
US DOJ FBI OKLAHOMA CITY DIVISION,OK,fbi
US DOJ FBI SALT LAKE CITY,UT,fbi
US EPA CRIMINAL INV ATLANTA,GA,epa
US FBI CLEVELAND,OH,fbi
US FBI DALLAS MAIN DIVISION,TX,fbi
US FBI HARRISBURG,PA,fbi
US FBI HOUSTON,TX,fbi
US FBI LOUISVILLE,KY,fbi
US FBI NEW HAVEN,CT,fbi
US FBI SACRAMENTO,CA,fbi
US FBI SAN JUAN FIELD OFFICE,PR,fbi
US FBI SEATTLE,WA,fbi
US FEDERAL AIR MARSHAL COLLEGE PARK,GA,parks
US FISH & WILDLIFE FT WORTH,TX,fish_and_wildlife
US FISH AND WILDLIFE SERVICE,NC,fish_and_wildlife
US FOREST SERVICE LEI SALT LAKE,UT,forest_service
US MARSHAL SERVICE ALASKA,AK,marshal
US MARSHAL SERVICE ATLANTA,GA,marshal
US MARSHAL SERVICE BOSTON,MA,marshal
US MARSHAL SERVICE CASPER,WY,marshal
US MARSHAL SERVICE CLARKSBURG,WV,marshal
US MARSHAL SERVICE GULF COAST FTF,AL,marshal
US MARSHAL SERVICE PROVIDENCE,RI,marshal
US MARSHAL SERVICE SAVANNAH,GA,marshal
US MARSHAL SERVICE SHREVEPORT,LA,marshal
US MARSHAL SERVICE TAMPA,FL,marshal
US MARSHAL SERVICE TN MIDDLE DIST,TN,marshal
US MARSHAL SERVICE YAKIMA,WA,marshal
US MARSHAL SVC COLUMBUS,OH,marshal
US MARSHAL SVC WESTERN DIST OF PA,PA,marshal
US POSTAL INSPECTION SERVICE,TX,postal
US POSTAL INSPECTION SERVICE,IL,postal
US SECRET SERVICE JACKSONVILLE,FL,secret_service
US TREASURY INSP GEN TAX ADMIN LE,GA,inspector_general
USDA FOREST SERVICE LEI ARLINGTON,VA,forest_service
USDA FOREST SERVICE LEI CLARKSTON,WA,forest_service
USDA FOREST SERVICE LEI CORONADO,AZ,forest_service
USDA FOREST SERVICE LEI DAN BOONE,KY,forest_service
USDA FOREST SERVICE LEI IDABEL,OK,forest_service
USDA FOREST SERVICE LEI LUFKIN,TX,forest_service
USDA FOREST SERVICE LEI MENDOCINO,CA,forest_service
USDA FOREST SERVICE LEI NELSONVILLE,OH,forest_service
USDA FOREST SERVICE LEI NEW BERN,NC,forest_service
USDA FOREST SERVICE LEI SW REGION,NM,forest_service
USDA FOREST SERVICE LEI WINCHESTER,KY,forest_service
USFS GIFFORD PINCHOT NAT'L FOREST,WA,forest_service
UT DIVISION OF WILDLIFE RESOURCES,UT,
VA COMMONWEALTH PROTECTION INST,VA,
VA STATE POLICE,VA,state_police
VACAVILLE POLICE DEPT,CA,local_police
VALDESE POLICE DEPT,NC,local_police
VALLEY CTY SHERIFF DEPT,MT,sheriff_dept
VAN ZANDT COUNTY SHERIFF DEPT,TX,sheriff_dept
VEGA BAJA POLICE DEPT,PR,local_police
VENTURA COUNTY SHERIFF DEPT,CA,sheriff_dept
VERNON PARISH SHERIFF DEPT,LA,sheriff_dept
VERSAILLES POLICE DEPT,KY,local_police
VESTAVIA HILLS POLICE DEPT,AL,local_police
VICTORIA COUNTY SHERIFF DEPT,TX,sheriff_dept
VIENNA POLICE DEPT,IL,local_police
VIENNA POLICE DEPT,WV,local_police
VIENNA POLICE DEPT,GA,local_police
VIEQUES POLICE DEPT,PR,local_police
VIGO COUNTY SHERIFF DEPT,IN,sheriff_dept
VILLA HILLS POLICE DEPT,KY,local_police
VILLA RICA POLICE DEPT,GA,local_police
VINCENT POLICE DEPT,AL,local_police
VINE GROVE POLICE DEPT,KY,local_police
VIROQUA POLICE DEPT,WI,local_police
WA DEPT OF CORRECTIONS,WA,prison
WA DEPT OF FISH AND WILDLIFE,WA,fish_and_wildlife
WABAUNSEE COUNTY SHERIFF DEPT,KS,sheriff_dept
WADLEY POLICE DEPT,GA,local_police
WAELDER POLICE DEPT,TX,local_police
WAHKIAKUM COUNTY SHERIFF,WA,sheriff_dept
WAKE COUNTY SHERIFF DEPT,NC,sheriff_dept
WALBRIDGE POLICE DEPT,OH,local_police
WALKER COUNTY SHERIFF DEPT,AL,sheriff_dept
WALKER COUNTY SHERIFF DEPT,GA,sheriff_dept
WALKERTON POLICE DEPT,IN,local_police
WALL TOWNSHIP POLICE DEPT,NJ,local_police
WALLA WALLA COUNTY SHERIFF OFFICE,WA,sheriff_dept
WALLA WALLA POLICE DEPT,WA,local_police
WALLER CTY CONSTABLE PRECINCT 2,TX,local_police
WALLER POLICE DEPT,TX,local_police
WALSH COUNTY SHERIFF DEPT,ND,sheriff_dept
WALTON COUNTY SHERIFF DEPT,GA,sheriff_dept
WARD COUNTY SHERIFF DEPT,ND,sheriff_dept
WARD POLICE DEPT,AR,local_police
WARE COUNTY SHERIFF DEPT,GA,sheriff_dept
WAREHAM POLICE DEPT,MA,local_police
WARMINSTER TWP POLICE DEPT,PA,local_police
WARNER ROBINS POLICE DEPT,GA,local_police
WARREN COUNTY SHERIFF DEPT,NY,sheriff_dept
WARRENSVILLE HEIGHTS FIRE INV,OH,fire
WARRENSVILLE HEIGHTS POLICE DEPT,OH,local_police
WARWICK POLICE DEPT,GA,local_police
WASHAKIE COUNTY SHERIFF'S OFFICE,WY,sheriff_dept
WASHBURN COUNTY SHERIFF DEPT,WI,sheriff_dept
WASHBURN POLICE DEPT,WI,local_police
WASHINGTON COUNTY SHERIFF DEPT,GA,sheriff_dept
WASHINGTON COUNTY SHERIFF DEPT,IL,sheriff_dept
WASHINGTON COUNTY SHERIFF'S OFFICE,TN,sheriff_dept
WASHINGTON SCHOOL DISTRICT POLICE,FL,school_police
WASHOE COUNTY SHERIFF DEPT,NV,sheriff_dept
WATAUGA DEPT OF PUBLIC SAFETY,TX,public_safety
WATERTOWN POLICE DEPT,CT,local_police
WATERVILLE VALLEY POLICE DEPT,NH,local_police
WAUPACA COUNTY SHERIFF DEPT,WI,sheriff_dept
WAUSEON POLICE DEPT,OH,local_police
WAVERLY POLICE DEPT,TN,local_police
WAVERLY POLICE DEPT,IL,local_police
WAYNE COUNTY SHERIFF DEPT,KY,sheriff_dept
WAYNE COUNTY SHERIFF OFFICE,NC,sheriff_dept
WAYNESFIELD POLICE DEPT,OH,local_police
WEATHERLY POLICE DEPARTMENT,PA,local_police
WEAVER POLICE DEPT,AL,local_police
WEBSTER COUNTY SHERIFF DEPT,GA,sheriff_dept
WELD COUNTY SHERIFF DEPT,CO,sheriff_dept
WELLESLEY POLICE DEPT,MA,local_police
WELLFORD POLICE DEPT,SC,local_police
WEST BEND POLICE DEPT,WI,local_police
WEST COVINA POLICE DEPT,CA,local_police
WEST HARTFORD POLICE DEPT,CT,local_police
WEST HAZLETON POLICE DEPT,PA,local_police
WEST HEMPFIELD TWP POLICE DEPT,PA,local_police
WEST LAFAYETTE POLICE DEPT,IN,local_police
WEST POINT POLICE DEPT,KY,local_police
WEST SHORE REGIONAL POLICE,PA,local_police
WEST TERRE HAUTE POLICE DEPT,IN,local_police
WEST UNION POLICE DEPT,SC,local_police
WEST WARWICK POLICE DEPT,RI,local_police
WEST WENDOVER POLICE DEPT,NV,local_police
WEST YORK BOROUGH POLICE DEPT,PA,local_police
WESTCHESTER POLICE DEPARTMENT,IL,local_police
WESTERN COLLEGE POLICE DEPT,AZ,local_police
WESTFIELD POLICE DEPT,IN,local_police
WESTMINSTER POLICE DEPT,CO,local_police
WESTON POLICE DEPT,WV,local_police
WESTPORT POLICE DEPARTMENT,MA,local_police
WESTPORT POLICE DEPT,CT,local_police
WETUMPKA POLICE DEPT,AL,local_police
WHATCOM COUNTY SHERIFF DEPT,WA,sheriff_dept
WHEATLAND CTY SHERIFF OFFICE,MT,sheriff_dept
WHEELER CTY SHERIFF DEPT,OR,sheriff_dept
WHEELING POLICE DEPT,IL,local_police
WHITE BLUFF POLICE DEPT,TN,local_police
WHITE COUNTY SHERIFF DEPT,TN,sheriff_dept
WHITESBURG POLICE DEPT,GA,local_police
WHITESTOWN POLICE DEPT,IN,local_police
WI DNR BUREAU OF LAW & PARKS,WI,parks
WI OFFICE OF JUSTICE ASSISTANCE,WI,
WI STATE CAPITOL POLICE,WI,local_police
WICHITA COUNTY SHERIFF DEPT,TX,sheriff_dept
WICHITA FALLS POLICE DEPT,TX,local_police
WILDWOOD POLICE DEPT,NJ,local_police
WILDWOOD POLICE DEPT,FL,local_police
WILKINSON COUNTY SHERIFF OFFICE,GA,sheriff_dept
WILL COUNTY SHERIFF DEPT,IL,sheriff_dept
WILLACOOCHEE POLICE DEPT,GA,local_police
WILLARD POLICE DEPT,OH,local_police
WILLIAMS POLICE DEPT,AZ,local_police
WILLIAMSON COUNTY SHERIFF OFFICE,TX,sheriff_dept
WILLISTON POLICE DEPT,FL,local_police
WILLISVILLE POLICE DEPT,IL,local_police
WILSON COUNTY SHERIFF DEPT,TN,sheriff_dept
WILSONVILLE POLICE DEPT,IL,local_police
WINCHESTER POLICE DEPT,CT,local_police
WINDSOR POLICE DEPT,VA,local_police
WINFIELD POLICE DEPT,TX,local_police
WINLOCK POLICE DEPT,WA,local_police
WINNSBORO DEPT OF PUBLIC SAFETY,SC,public_safety
WINSLOW POLICE DEPT,IL,local_police
WINSLOW POLICE DEPT,AZ,local_police
WINTERVILLE POLICE DEPT,NC,local_police
WINTHROP HARBOR POLICE DEPT,IL,local_police
WISE COUNTY SHERIFF DEPT,VA,sheriff_dept
WISE COUNTY SHERIFF DEPT,TX,sheriff_dept
WOLCOTT POLICE DEPT,CT,local_police
WOLCOTTVILLE POLICE DEPT,IN,local_police
WOLFE CITY POLICE DEPT,TX,local_police
WOLFFORTH POLICE DEPT,TX,local_police
WOOD COUNTY SHERIFF DEPT,WI,sheriff_dept
WOOD COUNTY SHERIFF'S OFFICE,WV,sheriff_dept
WOOD DALE POLICE DEPT,IL,local_police
WOODBURN POLICE DEPT,IN,local_police
WOODBURY POLICE DEPT,CT,local_police
WOODFORD COUNTY SHERIFF DEPT,KY,sheriff_dept
WOODLAND POLICE DEPT,CA,local_police
WOODSTOCK POLICE DEPT,GA,local_police
WOODVILLE POLICE DEPT,TX,local_police
WOONSOCKET POLICE DEPT,RI,local_police
WORCESTER POLICE DEPT,MA,local_police
WORTHAM POLICE DEPARTMENT,TX,local_police
WV STATE POLICE S CHARLESTON,WV,state_police
WYANDOTTE COUNTY SHERIFF OFFICE,KS,sheriff_dept
Wyoming Office of Homeland Security,WY,dhs
YAKIMA CITY POLICE DEPT,WA,local_police
YALE UNIV POLICE DEPT,CT,university_police
YAMHILL CTY SHERIFF DEPT,OR,sheriff_dept
YANKTON POLICE DEPT,SD,local_police
YORK COUNTY SHERIFF DEPT,ME,sheriff_dept
YORK-POQUOSON SHERIFF DEPT,VA,sheriff_dept
YOUNG COUNTY SHERIFF DEPT,TX,sheriff_dept
YUMA COUNTY SHERIFF DEPT,CO,sheriff_dept
YUMA COUNTY SHERIFF DEPT,AZ,sheriff_dept
YUMA POLICE DEPT,AZ,local_police
ZIEBACH COUNTY SHERIFF OFFICE,SD,sheriff_dept
